time,open,high,low,close
2021-10-06T10:35:00,23854.76,23935.34,23853.98,23864.3
2021-10-06T10:50:00,23863.25,23909.73,23840.05,23853.61
2021-10-06T11:05:00,23854.09,23895.13,23851.76,23894.59
2021-10-06T11:20:00,23894.88,23948.79,23878.83,23914.82
2021-10-06T11:35:00,23910.24,23952.38,23901.21,23945.98
2021-10-06T11:50:00,23949.69,23994.99,23942.54,23993
2021-10-06T12:50:00,23995.52,24000.73,23957.58,23994.02
2021-10-06T13:05:00,23995.37,24116.66,23988.39,24087.02
2021-10-06T13:20:00,24089.14,24098.59,24053.52,24060.57
2021-10-06T13:35:00,24058.05,24059.61,24000.31,24010.4
2021-10-06T13:50:00,24007.89,24021.18,23984.18,23988.96
2021-10-06T14:05:00,23987.65,23990.57,23962.92,23979.68
2021-10-06T14:20:00,23980.3,24029.33,23975.57,24025.61
2021-10-06T14:35:00,24026.45,24033.35,23989.48,24000.1
2021-10-06T14:50:00,24003.1,24034.34,23978.75,23978.75
2021-10-06T15:05:00,23980.7,23980.7,23920.75,23956.89
2021-10-06T15:20:00,23957.75,23986.31,23939.11,23947.35
2021-10-06T15:35:00,23948.73,23975.49,23926.26,23969.32
2021-10-06T15:50:00,23967.89,23996.5,23964.78,23988.13
2021-10-06T16:05:00,23966.5,23966.5,23966.5,23966.5
2021-10-07T09:20:00,24339.32,24512.59,24310.11,24469.35
2021-10-07T09:35:00,24472.2,24533.22,24441.9,24483.11
2021-10-07T09:50:00,24485.29,24527.64,24419.01,24423.19
2021-10-07T10:05:00,24424.39,24501.99,24421.73,24429.56
2021-10-07T10:20:00,24428.84,24487.87,24427.7,24469
2021-10-07T10:35:00,24467.57,24524.99,24464.07,24509.61
2021-10-07T10:50:00,24509.01,24571.86,24498.03,24556.42
2021-10-07T11:05:00,24561.97,24591.47,24535.58,24535.58
2021-10-07T11:20:00,24535.29,24539.38,24504.15,24532.31
2021-10-07T11:35:00,24533.52,24533.52,24500.27,24513.49
2021-10-07T11:50:00,24517.16,24553.39,24507.44,24543.2
2021-10-07T12:50:00,24541.01,24546.5,24510.67,24545.01
2021-10-07T13:05:00,24540.82,24547.64,24502.3,24538.91
2021-10-07T13:20:00,24535.34,24587.85,24532.08,24567.17
2021-10-07T13:35:00,24565.83,24573.75,24531.08,24535.51
2021-10-07T13:50:00,24536.98,24567.09,24503.04,24566.61
2021-10-07T14:05:00,24565.17,24625.43,24559.47,24605.17
2021-10-07T14:20:00,24604.37,24630.2,24597.52,24628.27
2021-10-07T14:35:00,24626.05,24658.21,24624.19,24644.7
2021-10-07T14:50:00,24643.05,24659,24616.98,24655.53
2021-10-07T15:05:00,24656.83,24663.64,24635.46,24641.03
2021-10-07T15:20:00,24638.23,24695.48,24638.23,24689.27
2021-10-07T15:35:00,24688.57,24737.86,24679.58,24728.31
2021-10-07T15:50:00,24726.45,24741.28,24712.67,24731.06
2021-10-07T16:05:00,24701.74,24701.74,24701.74,24701.74
2021-10-08T09:20:00,25064.8,25064.8,24881.64,24884.17
2021-10-08T09:35:00,24879.76,24884.47,24793.4,24794.54
2021-10-08T09:50:00,24793.31,24818.66,24703.31,24809
2021-10-08T10:05:00,24807.2,24855.53,24750.07,24765.74
2021-10-08T10:20:00,24760.24,24777.99,24686.02,24769.75
2021-10-08T10:35:00,24768.67,24798.16,24725.15,24740.34
2021-10-08T10:50:00,24739.27,24760.73,24725.9,24741.89
2021-10-08T11:05:00,24740.66,24778.32,24687.05,24714.86
2021-10-08T11:20:00,24719.5,24747.17,24681.65,24747.17
2021-10-08T11:35:00,24743.66,24743.66,24646.06,24656.04
2021-10-08T11:50:00,24653.36,24656.9,24595.58,24636.47
2021-10-08T12:50:00,24634.29,24681.54,24623.02,24677.48
2021-10-08T13:05:00,24679.76,24681.64,24623.12,24642.1
2021-10-08T13:20:00,24637.21,24729.67,24637.21,24706.86
2021-10-08T13:35:00,24707.32,24749.54,24688.23,24747.66
2021-10-08T13:50:00,24745.72,24746.98,24714.57,24742
2021-10-08T14:05:00,24741.92,24784.67,24736.61,24755.11
2021-10-08T14:20:00,24756.68,24763.48,24736.45,24745.33
2021-10-08T14:35:00,24748.16,24784.78,24738.81,24779.43
2021-10-08T14:50:00,24777.87,24788.62,24745.25,24784.25
2021-10-08T15:05:00,24783.97,24828.09,24758.89,24766.7
2021-10-08T15:20:00,24763.15,24799.09,24761.31,24794.03
2021-10-08T15:35:00,24793.65,24802.3,24752.55,24762.73
2021-10-08T15:50:00,24760.6,24796.91,24759.1,24788.36
2021-10-08T16:05:00,24837.86,24837.86,24837.86,24837.86
2021-10-11T09:20:00,25161.8,25302.46,25161.8,25292.77
2021-10-11T09:35:00,25297.06,25363.65,25243.52,25254.65
2021-10-11T09:50:00,25256.41,25334.47,25250.83,25306.52
2021-10-11T10:05:00,25306.61,25357.05,25273.01,25325.4
2021-10-11T10:20:00,25325.75,25363.65,25279.65,25283.16
2021-10-11T10:35:00,25283.57,25342.39,25263.68,25312.93
2021-10-11T10:50:00,25314.1,25352.09,25307.02,25349
2021-10-11T11:05:00,25352,25372.42,25339.52,25343.25
2021-10-11T11:20:00,25344.9,25371.1,25327.33,25329.72
2021-10-11T11:35:00,25330.68,25398.72,25330.68,25381.02
2021-10-11T11:50:00,25377.42,25395.82,25373.02,25391.38
2021-10-11T12:50:00,25395.02,25427.02,25390.9,25427.02
2021-10-11T13:05:00,25423.32,25437.16,25383.69,25383.69
2021-10-11T13:20:00,25379.62,25389.94,25357.49,25360.85
2021-10-11T13:35:00,25359.52,25366.57,25324.97,25352.89
2021-10-11T13:50:00,25348.45,25356.58,25326.32,25335.7
2021-10-11T14:05:00,25336.83,25340.12,25276.86,25291.3
2021-10-11T14:20:00,25291.28,25312.99,25246.19,25252.93
2021-10-11T14:35:00,25252.18,25287.36,25246.53,25284.54
2021-10-11T14:50:00,25286.86,25310.62,25272.76,25281.78
2021-10-11T15:05:00,25281.71,25294,25251.06,25273.53
2021-10-11T15:20:00,25274.31,25323.55,25266.53,25323.55
2021-10-11T15:35:00,25320.54,25339.72,25287.22,25308.82
2021-10-11T15:50:00,25308.8,25337.97,25297.98,25319.36
2021-10-11T16:05:00,25325.1,25325.1,25325.1,25325.1
2021-10-12T09:20:00,24995.95,25002.61,24920.47,24949.44
2021-10-12T09:35:00,24951.82,25115.49,24903.3,25103.15
2021-10-12T09:50:00,25102.9,25175.34,25049.2,25146.33
2021-10-12T10:05:00,25150.1,25188.78,25110.89,25132.78
2021-10-12T10:20:00,25131.59,25145.25,25065.28,25066.2
2021-10-12T10:35:00,25065.13,25127.49,25048.55,25105.21
2021-10-12T10:50:00,25106.72,25143.69,25062.21,25133.93
2021-10-12T11:05:00,25134.46,25140.96,25055.31,25060.47
2021-10-12T11:20:00,25058.22,25061.27,25029.38,25030.46
2021-10-12T11:35:00,25029.43,25066.43,25010.81,25056.85
2021-10-12T11:50:00,25055.79,25069.9,25042.45,25066.06
2021-10-12T12:50:00,25064.76,25090.7,25043.86,25087.38
2021-10-12T13:05:00,25086.65,25102.67,25046.94,25047.48
2021-10-12T13:20:00,25046.24,25077.35,25008.64,25011.27
2021-10-12T13:35:00,25008.58,25008.98,24980.68,24995.13
2021-10-12T13:50:00,24994.89,24999.2,24946.27,24948.09
2021-10-12T14:05:00,24947.62,24948.87,24894.57,24901.68
2021-10-12T14:20:00,24904.02,24915.12,24875.2,24886.88
2021-10-12T14:35:00,24885.75,24904.71,24865.8,24898.48
2021-10-12T14:50:00,24899.67,24936.35,24883.33,24889.76
2021-10-12T15:05:00,24889.06,24931.34,24866.2,24893.69
2021-10-12T15:20:00,24895.55,24904.07,24868.14,24901.88
2021-10-12T15:35:00,24901.53,24915.79,24882.15,24909.39
2021-10-12T15:50:00,24914.06,24952.58,24901.71,24944.62
2021-10-12T16:05:00,24962.6,24962.6,24962.6,24962.6
2021-10-15T09:20:00,25187.05,25187.05,24944.25,24968.41
2021-10-15T09:35:00,24970.95,25082.13,24940.41,24968.25
2021-10-15T09:50:00,24968.3,25002.95,24929.56,24977.66
2021-10-15T10:05:00,24978.81,25144.17,24949.65,25144.17
2021-10-15T10:20:00,25142.1,25228.98,25142.1,25212.69
2021-10-15T10:35:00,25209.12,25219.51,25136.4,25148.01
2021-10-15T10:50:00,25144.92,25156.29,25103.81,25126.78
2021-10-15T11:05:00,25127.95,25163.58,25087.24,25152.91
2021-10-15T11:20:00,25154.59,25185.75,25140.85,25163.44
2021-10-15T11:35:00,25162.46,25191.28,25153.22,25185.84
2021-10-15T11:50:00,25184.1,25186.17,25170.46,25170.46
2021-10-15T12:50:00,25177.92,25205.62,25175.41,25184.27
2021-10-15T13:05:00,25184.92,25264.65,25171.5,25264.65
2021-10-15T13:20:00,25262.47,25282.35,25229.74,25229.74
2021-10-15T13:35:00,25230.76,25280.98,25220.58,25275.97
2021-10-15T13:50:00,25273.94,25318.64,25268.29,25310.15
2021-10-15T14:05:00,25310.38,25312.6,25261.46,25268.44
2021-10-15T14:20:00,25268.39,25273.02,25250.48,25257.41
2021-10-15T14:35:00,25258.84,25262.84,25223.51,25243.14
2021-10-15T14:50:00,25241.83,25263.73,25234.95,25252.17
2021-10-15T15:05:00,25251.72,25289.76,25249.84,25280.34
2021-10-15T15:20:00,25281.64,25297.1,25260.06,25264.45
2021-10-15T15:35:00,25272.74,25278.65,25248.12,25265.69
2021-10-15T15:50:00,25268.56,25292.54,25262.59,25288.77
2021-10-15T16:05:00,25330.96,25330.96,25330.96,25330.96
2021-10-18T09:20:00,25425.32,25425.32,25305.79,25317.72
2021-10-18T09:35:00,25311.68,25311.68,25141.83,25200.42
2021-10-18T09:50:00,25203.72,25285.44,25183.53,25254.79
2021-10-18T10:05:00,25256.37,25261.1,25179.65,25198.64
2021-10-18T10:20:00,25194.33,25207.84,25149.37,25172.19
2021-10-18T10:35:00,25171.45,25208.05,25147.33,25162.17
2021-10-18T10:50:00,25159.27,25200.21,25157.73,25192.59
2021-10-18T11:05:00,25193.21,25228.99,25185.4,25225.81
2021-10-18T11:20:00,25226.65,25236.13,25201.69,25234.82
2021-10-18T11:35:00,25235.04,25254.28,25223.14,25249.72
2021-10-18T11:50:00,25245.87,25256.01,25240.53,25253.58
2021-10-18T12:50:00,25247.85,25258.3,25229.86,25243.1
2021-10-18T13:05:00,25243.69,25248.58,25177.74,25194.41
2021-10-18T13:20:00,25194.57,25205,25167.32,25183.57
2021-10-18T13:35:00,25186.13,25200.74,25171.94,25183.25
2021-10-18T13:50:00,25184.58,25192.6,25142.57,25151.5
2021-10-18T14:05:00,25152.23,25172.27,25123.25,25169.21
2021-10-18T14:20:00,25169.39,25200.12,25166.03,25199.03
2021-10-18T14:35:00,25200.5,25222.07,25197.26,25217.82
2021-10-18T14:50:00,25217.83,25232.65,25211.24,25223.9
2021-10-18T15:05:00,25224.15,25250.46,25216.17,25235.36
2021-10-18T15:20:00,25236.14,25264.1,25210.46,25256.83
2021-10-18T15:35:00,25261.34,25313.38,25256.26,25307.1
2021-10-18T15:50:00,25310.99,25389.14,25310.09,25389.14
2021-10-18T16:05:00,25409.76,25409.76,25409.76,25409.76
2021-10-19T09:20:00,25471.25,25543.86,25469.53,25492.59
2021-10-19T09:35:00,25491.48,25623.97,25458.03,25612.24
2021-10-19T09:50:00,25612.08,25741.38,25611.52,25698.21
2021-10-19T10:05:00,25701.84,25739.97,25680.01,25739.97
2021-10-19T10:20:00,25740.17,25808.62,25727.9,25774.85
2021-10-19T10:35:00,25774.37,25779.68,25739.3,25756.15
2021-10-19T10:50:00,25753.71,25767.43,25727.62,25765.06
2021-10-19T11:05:00,25765.59,25789.05,25758.92,25761.46
2021-10-19T11:20:00,25761.89,25766.08,25736.69,25745.3
2021-10-19T11:35:00,25743.96,25759.35,25711.79,25714.33
2021-10-19T11:50:00,25715.23,25716.19,25680.96,25708.53
2021-10-19T12:50:00,25705.58,25721.09,25705.22,25712.86
2021-10-19T13:05:00,25714.46,25735.8,25704.98,25725.89
2021-10-19T13:20:00,25725.34,25727.64,25698.63,25719.64
2021-10-19T13:35:00,25718.71,25724.26,25691.05,25693.35
2021-10-19T13:50:00,25694.92,25727.9,25680.93,25726.28
2021-10-19T14:05:00,25728.6,25781.13,25726.35,25775.25
2021-10-19T14:20:00,25777.85,25782.55,25750.71,25774.38
2021-10-19T14:35:00,25772.91,25779.43,25754.5,25768.89
2021-10-19T14:50:00,25770.83,25782.76,25759.44,25781.15
2021-10-19T15:05:00,25781.35,25788.09,25749.38,25755.67
2021-10-19T15:20:00,25754.47,25771.6,25739.12,25766.94
2021-10-19T15:35:00,25763.99,25778.94,25754.7,25760.31
2021-10-19T15:50:00,25765.5,25780.89,25754.26,25774.04
2021-10-19T16:05:00,25787.22,25787.22,25787.22,25787.22
2021-10-20T09:20:00,26074.2,26156.29,26048.07,26097.32
2021-10-20T09:35:00,26090.2,26099.1,25935.96,25976.56
2021-10-20T09:50:00,25976.78,26029.09,25971.28,25996.41
2021-10-20T10:05:00,25993.68,25996.04,25915.62,25946.53
2021-10-20T10:20:00,25946.24,26033.94,25942.38,26016.51
2021-10-20T10:35:00,26008.67,26074.71,25997.75,26064.67
2021-10-20T10:50:00,26068.18,26092.34,26044.71,26072.15
2021-10-20T11:05:00,26072.57,26168.48,26069.45,26156.61
2021-10-20T11:20:00,26158.56,26214.63,26155.21,26184.65
2021-10-20T11:35:00,26188.42,26197.72,26105.87,26111.88
2021-10-20T11:50:00,26110.64,26143.63,26100.87,26125.95
2021-10-20T12:50:00,26129.41,26137.89,26109.55,26110.52
2021-10-20T13:05:00,26110.93,26118.33,26070.33,26081.4
2021-10-20T13:20:00,26082.82,26128.2,26073.84,26104.38
2021-10-20T13:35:00,26100.92,26161.87,26100.12,26152.71
2021-10-20T13:50:00,26156.85,26158.52,26102.06,26118.83
2021-10-20T14:05:00,26116.68,26122.87,26104.39,26119.41
2021-10-20T14:20:00,26120.08,26120.08,26089.7,26103.28
2021-10-20T14:35:00,26104.28,26127.53,26099.29,26107.89
2021-10-20T14:50:00,26110.83,26115.1,26034.08,26071.64
2021-10-20T15:05:00,26075.65,26120.6,26060.44,26089.31
2021-10-20T15:20:00,26088.66,26099.41,26069.66,26077.75
2021-10-20T15:35:00,26076.57,26096.49,26062.25,26069.65
2021-10-20T15:50:00,26070.14,26092.45,26064.84,26090.42
2021-10-20T16:05:00,26136.03,26136.03,26136.03,26136.03
2021-10-21T09:20:00,26141.85,26141.85,26020.94,26104.06
2021-10-21T09:35:00,26105.97,26213,26049.84,26098.94
2021-10-21T09:50:00,26104.61,26186.51,26099.49,26127.41
2021-10-21T10:05:00,26131.66,26175.77,26114.99,26135.36
2021-10-21T10:20:00,26135.73,26229.8,26112.5,26186.25
2021-10-21T10:35:00,26194.2,26228.31,26150.95,26157.94
2021-10-21T10:50:00,26156.42,26216.45,26140.48,26199.8
2021-10-21T11:05:00,26198.74,26201,26142.2,26143.92
2021-10-21T11:20:00,26139.16,26139.16,26083.2,26093.86
2021-10-21T11:35:00,26093.99,26119.93,26084.21,26103.35
2021-10-21T11:50:00,26103.99,26104.34,26048.96,26060.25
2021-10-21T12:50:00,26056.31,26056.31,25985.6,26003.6
2021-10-21T13:05:00,26003.34,26006.82,25898.85,25921.11
2021-10-21T13:20:00,25923.67,25928.4,25878.26,25881.74
2021-10-21T13:35:00,25884.63,25895.83,25856.66,25861.03
2021-10-21T13:50:00,25862.26,25929.53,25840.59,25913.97
2021-10-21T14:05:00,25914.28,25949.75,25913.26,25933.04
2021-10-21T14:20:00,25935.88,25948.58,25896.51,25903.26
2021-10-21T14:35:00,25905.81,25945.31,25903.19,25929.13
2021-10-21T14:50:00,25933.1,25958.96,25921.89,25940.03
2021-10-21T15:05:00,25940.53,25943.43,25896.5,25909.13
2021-10-21T15:20:00,25908.53,25997.65,25908.53,25978.18
2021-10-21T15:35:00,25990.75,25992.61,25961.98,25982.98
2021-10-21T15:50:00,25983.23,26024.15,25971.43,26012.36
2021-10-21T16:05:00,26017.54,26017.54,26017.54,26017.54
2021-10-22T09:20:00,26114.84,26166.52,26084.92,26129.79
2021-10-22T09:35:00,26123.06,26129.18,25976.03,25987.29
2021-10-22T09:50:00,25991.27,26134.31,25991.27,26042.07
2021-10-22T10:05:00,26037.19,26066.65,26014.4,26044.03
2021-10-22T10:20:00,26048.12,26087.04,26047.31,26066.89
2021-10-22T10:35:00,26068.03,26117.82,26063.67,26092.45
2021-10-22T10:50:00,26094.61,26145.72,26092.22,26114.72
2021-10-22T11:05:00,26115.44,26156.93,26109.31,26140.93
2021-10-22T11:20:00,26140.84,26195.29,26139.14,26159.69
2021-10-22T11:35:00,26157.46,26162.8,26112.79,26122.38
2021-10-22T11:50:00,26118.62,26139.61,26118.62,26132.91
2021-10-22T12:50:00,26128.99,26159.61,26128.99,26159.61
2021-10-22T13:05:00,26153.61,26179.1,26105.63,26115.41
2021-10-22T13:20:00,26117.07,26117.07,26042.61,26065.74
2021-10-22T13:35:00,26065.7,26075.83,26026.59,26036.48
2021-10-22T13:50:00,26039.83,26062.5,26024.06,26061.4
2021-10-22T14:05:00,26061.79,26076.27,26046.56,26057.01
2021-10-22T14:20:00,26061.3,26095.2,26050.64,26080.67
2021-10-22T14:35:00,26080.59,26099.22,26068.58,26092.36
2021-10-22T14:50:00,26094.53,26114.75,26086.99,26100.78
2021-10-22T15:05:00,26103.09,26132.45,26100.79,26124.3
2021-10-22T15:20:00,26127.24,26136.15,26102.17,26102.17
2021-10-22T15:35:00,26106.35,26117.1,26090.02,26092.83
2021-10-22T15:50:00,26094.41,26119.47,26076.91,26113.39
2021-10-22T16:05:00,26126.92,26126.92,26126.92,26126.92
2021-10-25T09:20:00,26020.78,26101.11,25951.55,26055.44
2021-10-25T09:35:00,26058.89,26083.02,26018.78,26038.89
2021-10-25T09:50:00,26036.23,26136.03,25929.67,26120.18
2021-10-25T10:05:00,26121.53,26141.4,26077.3,26141.4
2021-10-25T10:20:00,26141.38,26199.41,26110.45,26199.34
2021-10-25T10:35:00,26196.39,26200.73,26142.46,26144.07
2021-10-25T10:50:00,26144.66,26165.51,26116.93,26161.54
2021-10-25T11:05:00,26161.33,26212.9,26156.96,26163.02
2021-10-25T11:20:00,26162.87,26205.89,26160.79,26191.88
2021-10-25T11:35:00,26192.74,26201.07,26149.85,26156.27
2021-10-25T11:50:00,26156.28,26163.35,26129.84,26150.25
2021-10-25T12:50:00,26186.47,26191.15,26159.49,26174.21
2021-10-25T13:05:00,26172.85,26173.28,26113.36,26128.49
2021-10-25T13:20:00,26128.96,26156.24,26121.62,26141.97
2021-10-25T13:35:00,26142.98,26157.53,26127.31,26142.29
2021-10-25T13:50:00,26142.48,26147.22,26113.67,26134.1
2021-10-25T14:05:00,26132.44,26164.74,26132.44,26157.11
2021-10-25T14:20:00,26173.94,26177.12,26151.35,26171.45
2021-10-25T14:35:00,26170.46,26187.9,26160.66,26163.92
2021-10-25T14:50:00,26166.2,26169.62,26134.99,26136.1
2021-10-25T15:05:00,26134.11,26140.05,26102.96,26133.1
2021-10-25T15:20:00,26133.39,26146.31,26115.44,26115.44
2021-10-25T15:35:00,26117.75,26121.86,26085.39,26108.74
2021-10-25T15:50:00,26111.67,26126.29,26098.16,26118.64
2021-10-25T16:05:00,26132.04,26132.04,26132.04,26132.04
2021-10-26T09:20:00,26234.94,26234.94,26122.32,26141.02
2021-10-26T09:35:00,26143.14,26215.19,26085.58,26097.71
2021-10-26T09:50:00,26095.55,26146.87,26050.36,26062.65
2021-10-26T10:05:00,26061.09,26131.49,26054.83,26096.98
2021-10-26T10:20:00,26093.21,26113.27,26065.19,26077.21
2021-10-26T10:35:00,26075.09,26091.91,26047.44,26090.01
2021-10-26T10:50:00,26090.22,26115.53,26073.6,26076.31
2021-10-26T11:05:00,26076.6,26080.18,26013.31,26027.34
2021-10-26T11:20:00,26027.12,26057.57,26014.79,26042.95
2021-10-26T11:35:00,26041.79,26042.19,26004.54,26004.54
2021-10-26T11:50:00,26002.98,26029.84,25993.38,26028.95
2021-10-26T12:50:00,26032.15,26059.47,26027.61,26053.65
2021-10-26T13:05:00,26055.06,26066.07,26043.78,26054.27
2021-10-26T13:20:00,26051.32,26051.85,26020.92,26025.54
2021-10-26T13:35:00,26025.7,26028.95,25976.77,25977.96
2021-10-26T13:50:00,25980.29,25985.13,25930.21,25951.61
2021-10-26T14:05:00,25949.17,25954.23,25905.08,25949.68
2021-10-26T14:20:00,25963.02,25963.02,25936.02,25948.45
2021-10-26T14:35:00,25949.61,25991,25928.02,25984.69
2021-10-26T14:50:00,25984.12,25988.76,25944.09,25988.76
2021-10-26T15:05:00,25986.59,25998.59,25965.37,25994.12
2021-10-26T15:20:00,25992.66,25995.68,25957.34,25962.76
2021-10-26T15:35:00,25961.35,26016.51,25954.86,26011.32
2021-10-26T15:50:00,26013.76,26030.5,26006.81,26021.24
2021-10-26T16:05:00,26038.28,26038.28,26038.28,26038.28
2021-10-27T09:20:00,25795.17,25795.17,25676.38,25698.92
2021-10-27T09:35:00,25703.54,25775.23,25623.88,25638.92
2021-10-27T09:50:00,25635.84,25657.77,25566.29,25652.26
2021-10-27T10:05:00,25651.94,25688.44,25623.35,25640.2
2021-10-27T10:20:00,25640.73,25664.79,25593.62,25597.13
2021-10-27T10:35:00,25596.39,25602.89,25558.63,25564.77
2021-10-27T10:50:00,25563.84,25602.41,25555.17,25590.46
2021-10-27T11:05:00,25590.28,25650.86,25587.85,25644.15
2021-10-27T11:20:00,25647.67,25653.39,25612.55,25623.71
2021-10-27T11:35:00,25628.15,25635.47,25608.18,25627.7
2021-10-27T11:50:00,25625.8,25654.78,25622.32,25642.02
2021-10-27T12:50:00,25646.64,25665.41,25640.97,25643.13
2021-10-27T13:05:00,25642.46,25657.77,25628.67,25637.24
2021-10-27T13:20:00,25636.03,25641.55,25594.56,25638.7
2021-10-27T13:35:00,25636.99,25653.29,25613.78,25620.84
2021-10-27T13:50:00,25617.6,25636.81,25607.95,25617.78
2021-10-27T14:05:00,25614.75,25620.07,25561.04,25574.5
2021-10-27T14:20:00,25577.48,25615.37,25572.48,25591.17
2021-10-27T14:35:00,25591.8,25607.48,25586.78,25604.34
2021-10-27T14:50:00,25603.6,25616.06,25572.82,25591.94
2021-10-27T15:05:00,25592.47,25623.43,25581.58,25615.26
2021-10-27T15:20:00,25612.31,25625.18,25598.66,25603.76
2021-10-27T15:35:00,25603.61,25624.69,25600.5,25609.03
2021-10-27T15:50:00,25610.77,25630.16,25598.69,25620.86
2021-10-27T16:05:00,25628.75,25628.75,25628.75,25628.75
2021-10-28T09:20:00,25648.42,25652.6,25556.12,25592.79
2021-10-28T09:35:00,25611.18,25736.38,25572.73,25638.26
2021-10-28T09:50:00,25662.41,25707.38,25620.6,25661.89
2021-10-28T10:05:00,25675.88,25696.05,25623.78,25668.68
2021-10-28T10:20:00,25682.74,25682.74,25511.02,25521.96
2021-10-28T10:35:00,25542.03,25587.81,25518.85,25559.44
2021-10-28T10:50:00,25579.48,25579.48,25530.51,25534.11
2021-10-28T11:05:00,25550.28,25579.36,25507.43,25527.59
2021-10-28T11:20:00,25538.82,25556.63,25513.39,25530.42
2021-10-28T11:35:00,25543.92,25561.77,25524.28,25540.51
2021-10-28T11:50:00,25561.15,25608.56,25539.07,25608.56
2021-10-28T12:05:00,25604.82,25604.82,25604.82,25604.82
2021-10-28T12:50:00,25600.68,25653.66,25600.68,25616.83
2021-10-28T13:05:00,25628.38,25639.66,25604.92,25630.91
2021-10-28T13:20:00,25648.14,25648.14,25601.26,25616.24
2021-10-28T13:35:00,25634.17,25645.4,25614.3,25630.37
2021-10-28T13:50:00,25649.2,25649.2,25616.26,25616.34
2021-10-28T14:05:00,25626.15,25626.15,25583.07,25609.56
2021-10-28T14:20:00,25624.1,25629.78,25573.55,25573.55
2021-10-28T14:35:00,25590.78,25590.78,25473.16,25488.72
2021-10-28T14:50:00,25502.29,25542.15,25492.87,25521.43
2021-10-28T15:05:00,25535.28,25554.72,25511.13,25536.42
2021-10-28T15:20:00,25554.71,25562.99,25532.9,25538.43
2021-10-28T15:35:00,25552.43,25559.42,25524.96,25531.43
